src,dst
5935,197975
5935,198124
5935,204858
5935,205476
5935,209353
5935,216277
5935,216898
5935,217258
5935,217391
5935,217713
5935,217914
5935,218597
5935,219614
5935,220728
5935,221428
5935,221828
5935,223359
5935,224570
5935,225343
5935,226961
5935,228682
5935,228689
5935,230541
5935,230706
5935,230750
5935,231794
5935,233706
5935,233809
5935,235808
5935,236252
5935,237684
5935,238570
5935,238573
5935,239020
5935,239148
5935,239156
5935,240443
5935,240541
5935,241015
5935,241223
5935,241370
5935,242118
5935,242513
5935,243197
5935,243503
5935,243664
5935,244207
5935,245449
5935,245698
5935,245700
5935,246159
5935,248194
5935,249835
5935,251400
5935,251469
5935,251474
5935,253050
5935,253141
5935,253296
5935,254415
5935,255376
5935,255493
5935,256029
5935,256031
5935,256033
5935,256039
5935,256320
5935,256779
5935,256941
5935,257058
5935,257173
5935,257914
5935,258544
5935,282922
5935,291113
5935,294229
5935,296221
5935,296911
5935,297730
5935,298623
5935,298773
5935,298899
5935,299529
5935,300234
5935,300842
5935,301435
5935,302552
5980,28921
5980,40083
5980,45174
5980,57809
5980,75496
5980,85265
5980,90363
5980,96252
5980,114522
5980,156102
5980,184502
5980,189687
5980,197052
5980,209724
5980,212993
5980,216421
5980,251923
5980,278693
5980,293493
5980,302231
5980,312224
5980,332667
5980,334483
5980,355568
5980,364813
5980,410293
5980,410796
5980,418371
5980,418675
6127,135829
6207,679981
6216,10213
6216,98226
6237,52998
6237,68055
6237,130629
6237,180662
6237,207152
6237,207156
6237,207158
6237,207243
6237,207379
6237,207395
6237,207398
6237,207442
6237,207541
6237,207546
6237,207551
6237,207616
6237,207992
6237,208002
6237,208007
6237,208011
6237,208076
6282,114657
6282,142594
6282,142596
6282,143046
6282,143609
6287,136615
6287,244207
6287,428966
6613,74945
6613,86667
6613,146322
6613,146409
6613,146410
6613,146417
6613,301582
6613,379701
6693,4084
6693,4275
6693,4630
6693,4645
6693,5546
6693,7196
6693,8720
6693,8727
6693,8732
6693,8885
6693,9236
6693,11059
6693,83431
6693,83433
6693,94746
6693,97457
6693,104680
6695,386
6695,4755
6695,5584
6695,7331
6695,10162
6695,10211
6695,10213
6695,10214
6695,10290
6695,10440
6695,76760
6695,77022
6695,84451
6762,37626
6762,103563
6762,153939
6762,228687
6762,235375
6762,239095
6762,240541
6762,268043
6762,296226
6762,310941
6762,329137
6762,342553
6762,389712
6762,395280
6762,401218
6762,455242
6762,549338
6762,843466
6762,873359
6839,192
6839,232
6839,3679
6839,4630
6839,4750
6839,5546
6839,6545
6839,6693
6839,7645
6839,8709
6839,8720
6839,8727
6839,8732
6839,8885
6839,9159
6839,9222
6839,9236
6839,10143
6839,10450
6839,12270
6839,43823
6839,80432
6839,82564
6839,82717
6839,82721
6839,83431
6839,83433
6839,84242
6839,87641
6839,89946
6839,92648
6839,94746
6839,94753
6839,96841
6839,96882
6839,104680
6839,105777
6884,155251
6884,155253
6884,155255
6884,155257
6884,155258
6903,9069
6903,69047
6903,82902
6903,150050
6954,4645
6954,9166
6954,9235
6954,75496
6954,76760
6954,80010
6954,153055
7029,69895
7029,156587
7029,156593
7029,156789
7029,157007
7154,357
7154,5076
7154,25787
7154,180369
7154,258618
7154,566506
7196,192
7196,232
7196,4159
7196,4630
7196,4750
7196,5546
7196,6693
7196,8709
7196,8727
7196,8732
7196,9236
7196,76760
7196,80432
7196,82564
7196,83431
7196,83432
7196,83433
7196,84242
7196,89946
7196,94753
7196,96882
7196,150987
7241,8894
7241,9235
7241,19373
7241,99982
7241,162911
7313,77022
7313,93182
7313,122470
7313,135172
7313,160476
7331,310
7331,357
7331,3055
7331,6695
7331,10213
7331,10214
7331,10290
7331,10375
7331,10385
7331,10440
7331,10447
7331,80536
7331,85215
7392,4177
7392,9159
7392,9166
7392,12173
7392,91137
7392,96841
7392,162906
7462,68718
7467,165605
7467,165615
7467,603282
7532,8875
7532,346646
7532,408445
7578,163321
7595,4159
7595,106715
7595,159929
7595,164361
7595,164822
7595,166137
7645,3679
7645,4630
7645,5546
7645,6839
7645,8732
7645,9222
7645,9236
7645,83431
7645,104680
7667,118310
7667,165180
7667,165189
7678,171813
7693,4639
7693,9268
7693,10213
7693,76760
7693,105008
7693,211783
7693,212897
7719,73784
7719,198079
7719,318619
7719,422043
7719,547412
7719,548846
7719,1306401
7733,15793
7733,18204
7733,28300
7733,29877
7733,38386
7733,39629
7733,41592
7733,71189
7755,5935
7755,39629
7755,192727
7759,39629
7759,192727
7839,14289
7839,117917
7854,4549
7854,149758
7854,173287
8122,180509
8177,8413
8177,77550
8177,243803
8177,436610
8177,593618
8216,74663
8216,163618
8216,180366
8216,180369
8216,180372
8216,180407
8216,180408
8216,180504
8216,180508
8216,180509
8216,180766
8216,180771
8325,10456
8325,122472
8325,147597
8325,185032
8325,185036
8325,185131
8325,185153
8325,185303
8346,31740
8346,39714
8346,79459
8346,80196
8357,162911
8357,181008
8357,181341
8357,181344
8357,181472
8357,181475
8357,181479
8357,181518
8357,181521
8357,181532
8357,181538
8357,181562
8357,181565
8357,281725
8357,313433
8357,316628
8357,346459
8357,362661
8357,982702
8413,8177
8413,13306
8413,31383
8413,112270
8413,114378
8413,118747
8413,122736
8413,123391
8413,155136
8413,185251
8413,187419
8413,188178
8413,188729
8413,190581
8413,190865
8413,191150
8413,191228
8413,191234
8413,191815
8413,192399
8413,192822
8413,193331
8413,194339
8413,194404
8413,194864
8413,195442
8413,199451
8413,206120
8413,207128
8514,189
8514,5935
8514,13061
8514,21542
8514,21554
8514,43572
8514,49759
8514,56298
8514,62623
8514,74288
8514,74718
8514,82574
8514,84084
8514,102209
8514,114399
8514,118747
8514,119696
8514,123980
8514,125236
8514,187789
8514,187859
8514,188010
8514,188409
8514,188776
8514,188856
8514,188952
8514,189100
8514,190013
8514,190019
8514,190158
8514,190220
8514,190268
8514,190272
8514,190277
8514,190348
8514,190356
8514,190482
8514,190484
8517,189
8517,292035
8517,388555
8626,16152
8626,25734
8626,25787
8626,26714
8626,58530
8626,188429
8697,613236
8709,7196
8709,8727
8709,8732
8709,73805
8720,4630
8720,6693
8720,6839
8720,7645
8720,9222
8720,9236
8720,10143
8720,43823
8720,104680
8732,192
8732,232
8732,4630
8732,4750
8732,5546
8732,6693
8732,6839
8732,7196
8732,8709
8732,8727
8732,9236
8732,10143
8732,11220
8732,80432
8732,80449
8732,82564
8732,83433
8732,87641
8732,89946
8732,94746
8732,94753
8732,105777
8746,4177
8746,8894
8746,74799
8746,81141
8746,194099
8786,10214
8786,45174
8786,91307
8786,105911
8786,108265
8786,143546
8786,179444
8786,181668
8786,190996
8786,191002
8786,191041
8786,191048
8786,191083
8786,191085
8786,191185
8786,191187
8786,191189
8786,191277
8786,191288
8794,112047
8794,132927
8794,186670
8794,188145
8794,188206
8875,7532
8885,3503
8885,3679
8885,4084
8885,4159
8885,4177
8885,4645
8885,5546
8885,6693
8885,8727
8885,9236
8885,10300
8885,11059
8885,77224
8885,78849
8885,80432
8885,81154
8885,81671
8885,83432
8885,94108
8885,94753
8885,189687
8885,191500
8894,4755
8894,7241
8894,8746
8894,19373
8894,74797
8894,81671
8894,83433
8894,84433
8894,96358
8894,99843
8894,121657
8920,116501
8920,192418
8920,193230
8934,192727
8999,386
8999,4177
8999,4241
8999,8885
8999,9235
8999,37119
8999,88256
8999,94108
8999,95938
8999,96882
8999,97457
8999,105646
8999,114282
8999,117036
8999,124643
8999,135172
8999,136251
8999,139224
8999,149760
8999,155690
8999,158211
8999,160476
8999,184502
8999,194546
8999,196718
8999,197670
8999,197719
8999,197759
8999,197844
8999,198031
8999,198929
8999,199451
9037,7691
9037,10456
9037,18855
9037,81266
9037,87641
9037,104680
9037,180408
9037,180509
9037,194021
9037,194298
9037,194345
9069,6903
9069,82902
9069,150050
9074,4159
9074,4163
9074,4177
9074,5049
9074,9235
9074,10165
9074,10213
9074,12928
9074,23156
9074,78663
9074,80010
9074,80016
9074,80138
9074,80173
9074,80351
9074,81205
9074,81671
9074,84090
9159,357
9159,6839
9159,7392
9159,9236
9159,10214
9159,10375
9159,10385
9159,10447
9159,92648
9159,96841
9166,6954
9166,7392
9166,9236
9166,10165
9166,78663
9166,92648
9166,96841
9222,8720
9222,9236
9235,4159
9235,6954
9235,7241
9235,9074
9235,84090
9235,99982
9236,192
9236,232
9236,3511
9236,3679
9236,4084
9236,4630
9236,4639
9236,4750
9236,5076
9236,5546
9236,5732
9236,6545
9236,6693
9236,6839
9236,7196
9236,7645
9236,8709
9236,8720
9236,8727
9236,8732
9236,8885
9236,9159
9236,9166
9236,9222
9236,10143
9236,10450
9236,11220
9236,12270
9236,20012
9236,43823
9236,73805
9236,76545
9236,76760
9236,77884
9236,80432
9236,80449
9236,81774
9236,82564
9236,82717
9236,82721
9236,83431
9236,83432
9236,83433
9236,84242
9236,87641
9236,88534
9236,89946
9236,91137
9236,92648
9236,93005
9236,94108
9236,94746
9236,94753
9236,96882
9236,104680
9236,105777
9236,200938
9236,201016
9245,218850
9269,357
9269,7691
9269,9268
9269,10213
9303,189
9303,44881
9303,103498
9303,195510
9303,196163
9303,196166
9303,196168
9303,196171
9303,196172
9303,196176
9303,196266
9303,196269
9303,196270
9303,196276
9303,196284
9303,196333
9303,196344
9303,196348
9303,196349
9303,196350
9303,196352
9303,196572
9398,198298
9398,198301
9398,198333
9433,16152
9433,25734
9433,25787
9433,188429
9526,10213
9526,96841
9526,98226
9526,116459
9588,98313
9588,116686
9588,200821
9588,200824
9588,202108
9605,54121
9605,68931
9605,112584
9605,204574
9605,204575
9605,204577
9605,204581
9605,204590
9605,204594
9605,204598
9605,204667
9605,204670
9605,204676
9605,204680
9605,204682
9605,204683
9605,204745
9605,204755
9650,197566
9650,200311
9650,573758
9703,62359
9703,63142
9703,137446
9725,1888
9725,2279
9725,4954
9725,5888
9725,7733
9725,10794
9725,11321
9725,12601
9725,12708
9725,18204
9725,20150
9725,22603
9725,28068
9725,29877
9725,30170
9725,32788
9725,36013
9725,36249
9725,38386
9725,39629
9725,41592
9725,41636
9725,45822
9725,59130
9725,67834
9725,68652
9725,71189
9725,73477
9725,83560
9725,91742
9725,95056
9725,119596
9725,129555
9725,158512
9725,159625
9725,167983
9725,229911
9725,257735
9725,533404
9761,10290
9761,57016
9761,196344
9761,207221
9761,207790
9761,207794
9761,207892
9761,208136
9761,208213
9878,310
9878,11864
9878,31483
9878,115543
9878,153813
9878,205403
9878,205410
9878,205411
9878,205413
9878,205470
9878,205472
9878,205474
9878,205475
9878,205476
9878,205479
9878,205529
9878,205816
9878,205817
9878,205820
9878,206098
9878,206099
9878,206100
10030,87881
10030,221467
10030,221537
10030,255504
10030,278134
10030,407086
10030,408964
10030,439226
10030,748634
10030,879622
10030,890312
10090,357
10090,10162
10090,10213
10090,10440
10090,28852
10090,30155
10090,56687
10090,89381
10090,96132
10090,106091
10090,107107
10090,112049
10090,115329
10090,116501
10090,181668
10090,189435
10090,191048
10090,199492
10090,200082
10090,200086
10090,202395
10090,211973
10090,211980
10090,211983
10090,212011
10090,212122
10090,212123
10090,212124
10090,212128
10090,212387
10090,212388
10090,212631
10101,310
10101,3503
10101,4159
10101,4163
10101,4177
10101,4275
10101,4645
10101,8727
10101,11059
10101,81643
10101,81671
10101,81774
10101,84090
10101,95239
10101,101550
10101,105281
10143,3679
10143,5546
10143,8727
10143,9236
10162,357
10162,10090
10162,10213
10162,10214
10162,10290
10162,10375
10162,10440
10162,117728
10162,213656
10165,357
10165,4084
10165,4755
10165,5076
10165,9074
10165,78663
10165,80016
10165,81643
10165,92648
10165,95239
10211,357
10211,3055
10211,4755
10211,6695
10211,10213
10211,10214
10211,10290
10211,10375
10211,10385
10211,10440
10211,10447
10211,13406
10211,80536
10211,85215
10211,98226
10213,357
10213,360
10213,386
10213,3055
10213,4159
10213,4246
10213,4755
10213,5049
10213,5584
10213,6216
10213,6695
10213,6954
10213,7331
10213,7693
10213,9074
10213,9269
10213,9526
10213,10090
10213,10162
10213,10165
10213,10211
10213,10214
10213,10218
10213,10288
10213,10290
10213,10293
10213,10375
10213,10378
10213,10385
10213,10440
10213,12369
10213,12928
10213,13826
10213,19493
10213,23156
10213,45174
10213,56687
10213,64139
10213,72071
10213,73998
10213,77022
10213,78563
10213,78663
10213,78849
10213,80010
10213,80138
10213,80139
10213,80173
10213,80331
10213,80351
10213,80536
10213,81205
10213,81671
10213,81680
10213,82563
10213,84387
10213,84391
10213,84698
10213,85215
10213,85265
10213,86844
10213,89814
10213,90363
10213,94558
10213,96132
10213,98226
10213,100089
10213,101625
10213,101918
10213,101983
10213,104918
10213,112049
10213,113990
10213,115329
10213,115455
10213,116501
10213,116651
10213,117701
10213,122172
10213,124643
10213,129629
10213,135829
10213,137267
10213,138419
10213,156789
10213,173356
10213,184390
10213,185032
10213,185037
10213,186232
10213,189435
10213,189687
10213,191150
10213,197341
10213,200342
10213,202308
10213,202435
10213,205294
10213,208991
10213,209810
10213,210202
10213,211305
10213,211783
10213,211983
10213,212011
10213,212123
10213,212124
10213,212325
10213,212508
10213,212509
10213,212510
10213,212590
10213,212670
10213,212671
10213,212674
10213,212675
10213,212722
10213,212725
10213,212726
10213,212727
10213,212771
10213,212774
10213,212814
10213,212817
10213,212819
10213,212887
10213,212889
10213,212891
10213,212895
10213,212897
10213,212898
10213,212899
10213,212900
10213,212960
10213,212962
10213,212993
10213,212996
10213,213000
10213,213001
10213,213070
10213,213112
10213,213113
10213,213116
10213,213118
10213,213195
10213,213656
10213,213657
10213,213763
10213,213764
10213,213765
10213,213766
10214,357
10214,386
10214,4246
10214,6695
10214,7331
10214,8786
10214,9159
10214,10162
10214,10211
10214,10213
10214,10288
10214,10290
10214,10293
10214,10375
10214,10440
10214,19493
10214,73998
10214,80536
10214,84451
10214,84697
10214,105888
10214,106531
10214,112049
10214,116622
10214,184390
10214,189435
10214,200342
10214,213656
10214,213981
10214,214061
10214,214093
10214,214149
10218,357
10218,10378
10218,12564
10218,98653
10218,209812
10218,210108
10251,1699
10251,7691
10251,281458
10251,1097067
10288,357
10288,386
10288,10162
10288,10213
10288,10214
10288,12928
10288,14717
10288,76760
10288,78563
10288,80010
10288,84451
10288,92648
10288,124643
10288,193523
10290,357
10290,386
10290,3055
10290,6695
10290,7331
10290,9761
10290,10162
10290,10211
10290,10213
